prod_id,prod_name,site,review_title,customer_review,customer_rating,cleaned_review,is_fake
9788175994317,Complete Novel Sherlock Holmes,flipkart,Good quality product,"GOOD PAIGES AND GOOD BOOK, INTRESTEING BUT I CAN UNDERSTAND ENGLISH LITTLE BIT ,😌😌 I am trying, one day I could understaning everything in inglish,",4.0,good paiges good book intresteing understand english little bit trying one day could understaning everything inglish,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Terrific purchase,"Abroad avatar of byomkesh bakshi. I always loved byomkesh bakshi and I feel this too is a sort of complementary novel. Go for it is you love suspense. Nothing more to say , other reviews have already ...",5.0,abroad avatar byomkesh bakshi always loved byomkesh bakshi feel sort complementary novel go love suspense nothing say reviews already,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Simply awesome,This is good as shown in the picture and the page is so soft and good. It's easy to read and understand. I liked the it very much 😊 and the price is also affordable 😁. Overall it's worth it ☺️☺️,5.0,good shown picture page soft good easy read understand liked much price also affordable overall worth,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Brilliant,This book is very beautiful.page quality is best,5.0,book beautifulpage quality best,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,Highly recommended,Nice one but i didn't get any bookmark.,5.0,nice one didnt get bookmark,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,Terrific,"I gifted it to my student on her birthday.she was so happy with the book.
Flipkart delivery was awesome
I just loved it 💕",5.0,gifted student birthdayshe happy book flipkart delivery awesome loved,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Excellent,A must buy one..❤️,5.0,must buy one,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,Perfect product!,VERY GOOD...MUST TRY✌🏻✌🏻...TOO GOOD ❤️❤️,5.0,goodmust trytoo good,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Terrific,"Absolutely loved this, and most importantly got it at only Rs.96/-.",5.0,absolutely loved importantly got rs,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Good choice,Printing quality awesome.. paper quality is also good... But the cover of the book is not so good.. it has paperback cover..  paperback's paper quality is not good... Thats why I'm giving it 4 star...,4.0,printing quality awesome paper quality also good cover book good paperback cover paperbacks paper quality good thats im giving star,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,Awesome,"Neat product......got it from seller : Nsp retail 
Contain all 4 Novels 
Verdict : Very good",5.0,neat productgot seller nsp retail contain novels verdict good,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Wonderful,"delivery was late
packaging was not proper
book 5/5",4.0,delivery late packaging proper book,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Awesome,Best book for suspense lover,5.0,best book suspense lover,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,Brilliant,Excellent,5.0,excellent,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Very Good,"Though I am giving 4star but I am not completely happy with the product.
  
Packaging:Moderate 

Delivery: on the day Promised  

Condition of Book : I like Finger print classic books but for this boo...",4.0,though giving star completely happy product packagingmoderate delivery day promised condition book like finger print classic books boo,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Super!,"Nice product,I recommend it to buy.",5.0,nice producti recommend buy,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Perfect product!,super delivery wonderful product everyone should read,5.0,super delivery wonderful product everyone read,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Excellent,"Received the book in perfect condition. Quality of the pages and packagong were also good. If you really like thrilling, adventures, crime stories, go for it.",5.0,received book perfect condition quality pages packagong also good really like thrilling adventures crime stories go,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Best in the market!,Must buy. wonderful novels,5.0,must buy wonderful novels,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Just wow!,"I'll recommend this, as the Page quality is quite good and it's easy to understand. It's totally worth the Price.
Just loved it!! 😍",5.0,ill recommend page quality quite good easy understand totally worth price loved,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Simply awesome,"I think you will never get bored when reading this masterpiece.
I get it before 1 day of my delivery date. Service is good.
Book cover is good but page quality moderate. Easy to read.",5.0,think never get bored reading masterpiece get day delivery date service good book cover good page quality moderate easy read,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,,The book was in perfect condition except some stains on the edge of the pages. I received the book before the given delivery date. Very excited to dive into this.,4.0,book perfect condition except stains edge pages received book given delivery date excited dive,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,,Everyone should read this book who like detective story . ❤️❤️❤️,5.0,everyone read book like detective story,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,,"Recieved this book in good condition,you won't be bothered about page quality,its decent and its easy to read  too.",5.0,recieved book good conditionyou wont bothered page qualityits decent easy read,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,,It's amazing ❤️I loveddd itt❤️,5.0,amazing loveddd itt,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,,"Nice book, paper quality is also good. Recommended for beginners. I'm very excited to read.",5.0,nice book paper quality also good recommended beginners im excited read,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,,"Page quality is great
Must read for mystery fans
Overall a great book",5.0,page quality great must read mystery fans overall great book,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,,The book quality was very good. Letters are a little bit small but legible. The cover and all have good quality. The book is not heavy even though it has lots of pages. The deliver was also very fast....,5.0,book quality good letters little bit small legible cover good quality book heavy even though lots pages deliver also fast,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,,Book received in good condition,5.0,book received good condition,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,,"As expected from Sir Arthur Conan Doyle, the story is beyond what human language can describe it in terms of. So, let's come to the quality of the book. In one word, I would put it as---""phenomenal""! ...",5.0,expected sir arthur conan doyle story beyond human language describe terms lets come quality book one word would put asphenomenal,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,,Best book with wonderful stories,5.0,best book wonderful stories,1
