prod_id,prod_name,site,review_title,customer_review,customer_rating,cleaned_review,is_fake
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Super!,Best for regular usage,5.0,best regular usage,0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Worth every penny,Great!,5.0,great,1
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Classy product,Awesome,5.0,awesome,0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Simply awesome,Best phone ever,5.0,best phone ever,1
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Classy product,"Nice Product Thanks for Flipkart 
Camera 10/10
Battery 8/10
Display 10/10",5.0,nice product thanks flipkart camera battery display,0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Value-for-money,Nice phone good,4.0,nice phone good,1
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Mind-blowing purchase,"Great for photography nd videography
Especially inbuilt 2x zoom helps a lot which is missing in previous basic models",5.0,great photography nd videography especially inbuilt x zoom helps lot missing previous basic models,0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Classy product,Awesome quality I am very happy. Thank you Flipkart.,5.0,awesome quality happy thank flipkart,1
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Really Nice,Awesome camra quality superb camra 😊,4.0,awesome camra quality superb camra,1
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Just wow!,Camera 🔥,5.0,camera,1
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Just wow!,Thanks Flipkart I m glad such a beautiful iPhone 15,5.0,thanks flipkart glad beautiful iphone,0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Best in the market!,Simply Awesome 🤩,5.0,simply awesome,0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Fabulous!,Performance super,5.0,performance super,0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Super!,A Perfect Smartphone 😍❤️👌👌,5.0,perfect smartphone,0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Simply awesome,This is my first iphone ever used loving it already this is worth it 🥰,5.0,first iphone ever used loving already worth,0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Perfect product!,The camera quality is just awesome ..just like DSLR,5.0,camera quality awesome like dslr,1
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Brilliant,moving from android to apple is a surreal experience. still apple could focus on more flexibility towards the apps.,5.0,moving android apple surreal experience still apple could focus flexibility towards apps,0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Great product,Awesome phone powerful performance and battery backup are also very good no heating issue ☺️,5.0,awesome phone powerful performance battery backup also good heating issue,1
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Perfect product!,Camera quality top notch 👍,5.0,camera quality top notch,1
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Mind-blowing purchase,"The iPhone 15 exceeded my expectations in every way possible. The sleek design, stunning display, and lightning-fast performance make it a standout device in the smartphone market. The camera quality ...",5.0,iphone exceeded expectations every way possible sleek design stunning display lightningfast performance make standout device smartphone market camera quality,0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Classy product,Camera is just wow. All classes clicks are done at night....phone Performance is awesome.... I'm writing now again for review...it's really maintained its premium image,5.0,camera wow classes clicks done nightphone performance awesome im writing reviewits really maintained premium image,0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Awesome,Nice 🙂🙂🙂🙂🙂,5.0,nice,0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Terrific purchase,Absolutely gorgeous 😻,5.0,absolutely gorgeous,0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Fabulous!,"I was sceptical of online purchase but I was wrong I got what I ordered 
Best phone ever",5.0,sceptical online purchase wrong got ordered best phone ever,0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Great product,"I have recently switched from Android to ios, it does feel very strange at the beginning but now I am getting habitual to the ios
It is really very nice and feels premium. The camera is also very nice...",5.0,recently switched android ios feel strange beginning getting habitual ios really nice feels premium camera also nice,0
